ID	Frameset	Arg	Func	Descr
23704	sponsor.01	ARG0	PAG	sponsor
23705	sponsor.01	ARG1	GOL	thing sponsored
23706	spook.01	ARG0	PAG	cause of fright
23707	spook.01	ARG1	PPT	scared entity
23708	spook.01	ARG2	MNR	instrument, if arg0 is also present
23709	spool.01	ARG0	PAG	spooler
23710	spool.01	ARG1	PPT	thing spooled
23711	spool.01	ARG2	GOL	spool, location
23712	spoon.01	ARG0	PAG	Agent, Spooner
23713	spoon.01	ARG1	PPT	Spoonee, Thing Spooned
23714	spoonfeed.01	ARG0	PAG	Agent, spoonfeeder
23715	spoonfeed.01	ARG1	PPT	food being given to recipient
23716	spoonfeed.01	ARG2	GOL	thing being spoonfed, recipient
23717	sporadic.01	ARG1	PPT	thing that is irregular
23718	sport.01	ARG0	PAG	wearer
23719	sport.01	ARG1	PPT	clothing
23720	sport.02	ARG0	PAG	sporter
23721	sport.02	ARG1	PPT	victim
23722	spot.01	ARG0	PPT	finder
23723	spot.01	ARG1	PAG	thing found
23724	spot.01	ARG2	GOL	benefactive, found for
23725	spot.01	ARG3	PRD	attribute
23726	spot.02	ARG0	PAG	painter
23727	spot.02	ARG1	GOL	canvas
23728	spot.02	ARG2	PPT	paint
23729	spotlight.01	ARG0	PAG	entity throwing the spotlight on something
23730	spotlight.01	ARG1	PPT	entity spotlighted
23731	spotty.01	ARG1	PPT	intermittent thing
23732	spotty.02	ARG1	LOC	location, entity covered in dots
23733	spotty.02	ARG2	PPT	the dots
23734	spout.01	ARG0	DIR	spouter
23735	spout.01	ARG1	PPT	liquid
23736	spout_off.02	ARG0	PAG	speaker
23737	spout_off.02	ARG1	DIR	explicit mention of 'mouth' (or equivalent)
23738	spout_off.02	ARG2	PPT	utterance iteslf (quote/ 'that __')
23739	spout_off.02	ARG3	VSP	subject matter of utterance ('about __')
23740	sprain.01	ARG0	PPT	breaker
23741	sprain.01	ARG1	PPT	broken
23742	sprawl.01	ARG0	PAG	causer
23743	sprawl.01	ARG1	PPT	thing in sprawling mode
23744	sprawl.01	ARG2	LOC	location
23745	spray.01	ARG0	PAG	applier
23746	spray.01	ARG1	PPT	liquid
23747	spray.01	ARG2	GOL	surface
23748	spread.01	ARG0	PAG	applier, intentional agent
23749	spread.01	ARG1	PPT	substance
23750	spread.01	ARG2	GOL	surface
23751	spread.01	ARG3	MNR	instrument, brush
23752	spread.02	ARG1	PPT	substance
23753	spread.02	ARGm	DIR	diretion or location (for location use loc)
23754	spread.03	ARG0	PAG	distributor, agent
23755	spread.03	ARG1	PPT	things distributed
23756	spread_out.04	ARG0	PAG	agent
23757	spread_out.04	ARG1	PPT	thing spread out
23758	spread_out.04	ARG2	LOC	location, spread amongst
23759	spreadeagle.01	ARG0	PAG	causer of stretched out entity
23760	spreadeagle.01	ARG1	PPT	thing spread out
23761	spreadeagle.01	ARG2	GOL	stretched over
23762	spreadeagle.02	ARG1	PPT	person spead-eagled
23763	spree.01	ARG0	PAG	actor
23764	spree.01	ARG1	PPT	act
23765	spring.01	ARG1	PAG	entity in motion
23766	spring.01	ARG2	DIR	start point
23767	spring.01	ARG3	GOL	end point/state
23768	spring_up.02	ARG1	PPT	entity springing up
23769	sprinkle.01	ARG0	PAG	agent, sprinkler
23770	sprinkle.01	ARG1	PPT	liquid
23771	sprinkle.01	ARG2	GOL	sprinkled-upon
23772	sprinkle.02	ARG1	PPT	Cognate object, mention of what is sprinkled, raindrops
23773	sprint.01	ARG0	PAG	runner
23774	sprint.01	ARG1	PPT	path
23775	sprint.01	ARG2	GOL	destination
23776	spritz.01	ARG0	PAG	spritzer, agent
23777	spritz.01	ARG1	PPT	liquid spritzed (water), theme
23778	spritz.01	ARG2	GOL	thing spritzed, destination
23779	sprout.01	ARG0	PAG	farmer
23780	sprout.01	ARG1	PPT	plant
23781	sprout.01	ARG2	LOC	field
23782	spruce_up.01	ARG0	PAG	cleaner
23783	spruce_up.01	ARG1	PPT	thing made tidy
23784	spur.01	ARG0	PAG	cause of increase, agent
23785	spur.01	ARG1	PPT	thing increasing
23786	spur.01	ARG2	MNR	instrument, if agent is also present
23787	spurn.01	ARG0	PAG	rejecter
23788	spurn.01	ARG1	PPT	thing rejected
23789	spurt.01	ARG1	PPT	liquid
23790	spurt.01	ARG2	DIR	source
23791	spurt.02	ARG1	PPT	thing in motion
23792	spurt.02	ARG2	EXT	EXT
23793	spurt.02	ARG3	DIR	start point
23794	spurt.02	ARG4	GOL	end point
23795	sputter.01	ARG0	PAG	maker of sounds
23796	spy.01	ARG0	PAG	secret agent
23797	spy.01	ARG1	PPT	entity spied/seen
23798	squabble.01	ARG0	PAG	first arguer
23799	squabble.01	ARG1	COM	second arguer
23800	squabble.01	ARG2	PPT	topic
23801	squall.01	ARG0	PAG	One crying
23802	squall.02	ARG0	PAG	Yeller
23803	squall.03	ARG1	PPT	Thing blowing
23804	squander.01	ARG0	PAG	wasteful one, agent
23805	squander.01	ARG1	PPT	entity squandered
23806	square.01	ARG0	PAG	cause of rightness, agent
23807	square.01	ARG1	GOL	thing being set to rights
23808	square.02	ARG0	PAG	mathematician
23809	square.02	ARG1	PPT	number
23810	square.02	ARG2	PRD	result
23811	square.04	ARG0	PAG	cause/agent
23812	square.04	ARG1	PPT	thing becoming square-shaped
23813	square_off.03	ARG0	PAG	causal agent
23814	square_off.03	ARG1	PPT	competitor
23815	square_off.03	ARG2	PPT	opponent
23816	square_off.03	ARG3	PRP	prize
23817	squaredance.01	ARG0	PAG	agent, causer of squaredancing (transitive subject only)
23818	squaredance.01	ARG1	PPT	theme, squaredancer(s) (intransitive subject, transitive object)
23819	squaredance.01	ARG2	LOC	path or location of squaredancing
23820	squash.01	ARG0	PAG	agent of compression
23821	squash.01	ARG1	PPT	patient of compression
23822	squat.01	ARG1	PPT	thing sitting, squatting
23823	squat.01	ARG2	LOC	location
23824	squat.02	ARG0	PAG	occupier
23825	squat.02	ARG1	PPT	occupied
23826	squawk.01	ARG0	PAG	emitter of sounds
23827	squeak.01	ARG0	PAG	causal agent
23828	squeak.01	ARG1	PPT	entity squeaking
23829	squeak.02	ARG0	PAG	entity struggling
23830	squeak.02	ARG1	PPT	path
23831	squeal.01	ARG0	PAG	emitter of sounds
23832	squeegee.01	ARG0	PAG	squeegeer
23833	squeegee.01	ARG1	PPT	squeegeed
23834	squeeze.01	ARG0	PAG	squeezer
23835	squeeze.01	ARG1	PPT	squozen
23836	squeeze.02	ARG0	PAG	squeezer
23837	squeeze.02	ARG1	PPT	extracted material
23838	squeeze.02	ARG2	DIR	source
23839	squeeze.02	ARG3	GOL	destination, arg1 squeezed into what?
23840	squeeze.03	ARG0	PAG	Agent
23841	squeeze.03	ARG1	PPT	Logical subject, patient, thing falling
23842	squeeze.03	ARG2	EXT	EXT, amount fallen
23843	squeeze.03	ARG3	DIR	Start point
23844	squeeze.03	ARG4	GOL	End point, end state of arg1
23845	squeeze_out.04	ARG0	PAG	squeezer
23846	squeeze_out.04	ARG1	PPT	extracted material
23847	squeeze_out.04	ARG2	DIR	source
23848	squelch.01	ARG0	PAG	squelcher, agent
23849	squelch.01	ARG1	PPT	thing squelched
23850	squint.01	ARG0	PAG	looker
23851	squint.01	ARG1	PPT	looked at
23852	squirm.01	ARG0	PAG	squirmer
23853	squirm.01	ARG1	PPT	path
23854	squirrel_away.01	ARG0	PAG	squirrel, hider
23855	squirrel_away.01	ARG1	PPT	nut, thing hidden away
23856	squirrel_away.01	ARG2	GOL	hiding spot
23857	squirt.01	ARG0	PAG	applier
23858	squirt.01	ARG1	PPT	liquid, substance
23859	squirt.01	ARG2	GOL	surface
23860	squish.01	ARG0	PAG	agent, squisher
23861	squish.01	ARG1	PPT	patient, thing being squished
23862	squish.01	ARG2	MNR	instrument used
23863	squish.01	ARG3	PRD	resulting state of arg1, often prepositional
23864	squish.02	ARG0	PAG	squisher
23865	squish.02	ARG1	VSP	thing squished
23866	squish.02	ARG2	PRD	squished into (entity created)
23867	stab.01	ARG0	PAG	stabber
23868	stab.01	ARG1	PPT	victim, thing stabbed
23869	stab.01	ARG2	MNR	sharp implement
23870	stab.01	ARG3	LOC	specific location of wound
23871	stab.01	ARG4	PRD	result of stabbing
23872	stabilize.01	ARG0	PAG	cause of stability, agent
23873	stabilize.01	ARG1	PPT	thing stabilized
23874	stabilize.01	ARG2	PRD	stabilized at
23875	stable.02	ARG0	PAG	stabler
23876	stable.02	ARG1	PPT	thing stabled
23877	stable.02	ARG2	GOL	stable, location
23878	stable.03	ARG1	PAG	stable entity
23879	stable.03	ARG2	PRD	position/attribute held in equilibrium
23880	stack.01	ARG0	PAG	stacker
23881	stack.01	ARG1	PPT	one thing
23882	stack.01	ARG2	GOL	the other thing arg1 istacked onto, destination
23883	stack_up.02	ARG1	PPT	thing being assessed
23884	stack_up.02	ARG2	PPT	compared against
23885	stack_up.03	ARG0	PAG	stacker
23886	stack_up.03	ARG1	PPT	thing(s) being stacked
23887	staff.01	ARG0	PAG	agentive staffer, employment agency
23888	staff.01	ARG1	GOL	workplace
23889	staff.01	ARG2	PPT	staff, workers
23890	stage.01	ARG0	PAG	performer
23891	stage.01	ARG1	PPT	performance
23892	stage.02	ARG0	PAG	assessor of stage
23893	stage.02	ARG1	PPT	tissue or organ examined
23894	stage.02	ARG2	EXT	stage (THYME-AMRs: Use ajcc-entity-91)
23895	stagewhisper.01	ARG0	PAG	whisperer
23896	stagewhisper.01	ARG1	PPT	utterance
23897	stagewhisper.01	ARG2	GOL	audience, whispered-to
23898	stagger.01	ARG1	PPT	thing in motion
23899	stagger.02	ARG0	PAG	causer of reaction
23900	stagger.02	ARG1	PPT	thing reacting, staggering
23901	stagger.03	ARG0	PAG	Agent, arranger
23902	stagger.03	ARG1	PPT	thing arranged; staggered event(s)
23903	stagnate.01	ARG1	PPT	thing stagnating
23904	stain.01	ARG0	PAG	causer
23905	stain.01	ARG1	GOL	entity stained
23906	stain.01	ARG2	PPT	stained with what
23907	stake.01	ARG0	PAG	better
23908	stake.01	ARG1	VSP	amount of bet
23909	stake.01	ARG2	PPT	basis, proposition, bet-on
23910	stake_out.02	ARG0	PAG	claimer, asserter
23911	stake_out.02	ARG1	PPT	thing claimed, asserted
23912	stake_out.02	ARG2	GOL	benefactive, claimed/asserted for
23913	stake_out.02	ARG3	PRD	secondary predication
23914	stalemate.01	ARG0	PAG	agent, causer, first player
23915	stalemate.01	ARG1	PPT	acts, game that cannot proceed
23916	stalemate.01	ARG2	COM	opponent
23917	stalk.01	ARG0	PAG	walker
23918	stalk.02	ARG0	PAG	thing following
23919	stalk.02	ARG1	PPT	thing followed
23920	stall.01	ARG0	PAG	staller
23921	stall.01	ARG1	PPT	thing stalled
23922	stall_out.02	ARG0	PAG	staller
23923	stall_out.02	ARG1	PPT	thing stalled
23924	stall_off.03	ARG0	PAG	cause of delay
23925	stall_off.03	ARG1	PPT	thing delayed, stalled
23926	stammer.01	ARG0	PAG	speaker
23927	stammer.01	ARG1	PPT	utterance
23928	stammer.01	ARG2	GOL	listener
23929	stamp.01	ARG0	PAG	imprinter, agent
23930	stamp.01	ARG1	GOL	thing stamped
23931	stamp.01	ARG2	PPT	design, seal
23932	stamp.02	ARG0	PAG	assigner of attribute
23933	stamp.02	ARG1	PPT	entity stamped
23934	stamp.02	ARG2	PRD	attribute on arg1
23935	stamp.04	ARG0	PAG	agent, footstomper
23936	stamp.04	ARG1	PPT	feet
23937	rubber_stamp.03	ARG0	PAG	approver, agent
23938	rubber_stamp.03	ARG1	PPT	thing rubber-stamped
23939	stamp_out.05	ARG0	PAG	agent
23940	stamp_out.05	ARG1	PPT	thing stamped_out
23941	stampede.01	ARG0	PAG	causal agent
23942	stampede.01	ARG1	PPT	entity stampeding, in motion
23943	stampede.01	ARG2	DIR	stampeded into, path or direction
23944	stanch.01	ARG0	PAG	stancher
23945	stanch.01	ARG1	PPT	stanched
23946	stand.01	ARG0	PAG	causal agent
23947	stand.01	ARG1	PPT	thing standing
23948	stand.01	ARG2	LOC	location
23949	stand.02	ARG1	PPT	entity poised
23950	stand.02	ARG2	PRD	action
23951	stand.03	ARG0	PPT	tolerator
23952	stand.03	ARG1	PAG	thing tolerated
23953	stand.04	ARG1	PPT	focus
23954	stand.04	ARG2	PRD	attribute
23955	stand.08	ARG0	PAG	representative entity
23956	stand.08	ARG1	PPT	represented, stand for what?
23957	stand.11	ARG0	PAG	entity having a strong stance
23958	stand.11	ARG1	PPT	description of the stance
23959	stand.11	ARG2	GOL	stance directed at or regarding
23960	stand.12	ARG0	PAG	balancer
23961	stand.12	ARG1	PPT	balanced on; type of stand (hand, head)
23962	stand_by.05	ARG1	PPT	stander
23963	stand_out.06	ARG1	PPT	noticeable entity
23964	stand_up.07	ARG1	PAG	riser, stander
23965	stand_up.07	ARG2	GOL	entity opposed; stand up to or against
23966	stand_up.09	ARG0	PAG	entity not showing up
23967	stand_up.09	ARG1	PPT	entity that got ditched
23968	stand_up.13	ARG0	PAG	comedian
23969	stand_up.13	ARG1	PPT	subject matter
23970	stand_down.10	ARG0	PAG	agent, causer of arg1 withdrawing
23971	stand_down.10	ARG1	PPT	entity backing off, withdrawing
23972	stand_down.10	ARG2	PRD	action backed off, withdrawn from
23973	keg_stand.14	ARG0	PAG	balancing drinker
23974	keg_stand.14	ARG1	PPT	contents of keg
23975	stanced.15	ARG1	PPT	entity having a leg position
23976	stanced.15	ARG2	ADJ	characteristic of the leg position
23977	standoff.16	ARG0	PAG	first party (or both if together)
23978	standoff.16	ARG1	PPT	topic
23979	standoff.16	ARG2	GOL	second party
23980	longstanding.17	ARG1	PPT	focus
23981	longstanding.17	ARG2	PRD	attribute
23982	standardize.01	ARG0	PAG	cause, agent
23983	standardize.01	ARG1	PPT	entity standardized
23984	standard.02	ARG1	PAG	standard entity
23985	standard.02	ARG2	PPT	domain/entity for which the standard applies
23986	staple.01	ARG0	PAG	cause of attachment, agent
23987	staple.01	ARG1	PPT	entity stapled
23988	staple.01	ARG2	PPT	entity stapled to
23989	star.01	ARG1	PAG	actor
23990	star.01	ARG2	GOL	production
23991	star.01	ARG3	PRD	attribute
23992	starch.01	ARG0	PAG	starcher, sprayer
23993	starch.01	ARG1	PPT	entity sprayed, starched
23994	starch.01	ARG2	PPT	starched with what (redundant and unlikely)
23995	stare.01	ARG0	PAG	looker
23996	stare.01	ARG1	PPT	looked at
23997	stare_down.02	ARG0	PAG	intimidator
23998	stare_down.02	ARG1	PPT	intimidated
23999	start.01	ARG0	PAG	Agent
24000	start.01	ARG1	PPT	Theme(-Creation)
24001	start.01	ARG2	MNR	Instrument
24002	start.06	ARG0	PAG	traveler
24003	start.06	ARG1	LOC	path
24004	start.06	ARG2	GOL	destination
24005	start.101	ARG0	PAG	Doctor
24006	start.101	ARG1	PPT	Patient
24007	start.101	ARG2	MNR	medicine/diet/course of treatment
24008	start.03	ARG0	PAG	startled entity
24009	start.03	ARG1	CAU	cause of startlement
24010	start.09	ARG1	PPT	theme
24011	start.09	ARG2	VSP	value
24012	start.09	ARG3	PPT	secondary-theme
24013	start_off.02	ARG0	PAG	causal agent
24014	start_off.02	ARG1	PPT	event
24015	start_up.04	ARG0	PAG	Agent
24016	start_up.04	ARG1	PPT	Theme(-Creation)
24017	start_up.04	ARG2	MNR	Instrument
24018	start_up.04	ARG3	PRD	secondary predication on arg1
24019	start_out.05	ARG0	PAG	Agent
24020	start_out.05	ARG1	PPT	Object
24021	start_out.05	ARG2	PRD	secondary predication (can be used on arg0 or arg1)
24022	start_in.07	ARG0	PAG	speaker
24023	start_in.07	ARG1	PPT	topic of the harangue
24024	start_in.07	ARG2	GOL	hearer
24025	start_over.08	ARG0	PAG	agent/cause of starting
24026	start_over.08	ARG1	PPT	thing starting again
24027	start_over.08	ARG2	DIR	starting point
24028	startle.01	ARG0	PAG	cause of surprise
24029	startle.01	ARG1	PPT	experiencer of surprise
24030	starve.01	ARG0	PAG	cause of starvation
24031	starve.01	ARG1	PPT	entity starving
24032	starve.01	ARG2	VSP	food/nutrient (etc) arg1 is starving for
24033	stash.01	ARG0	PAG	agent, stasher
24034	stash.01	ARG1	PPT	thing stashed
24035	stash.01	ARG2	GOL	location or position, or attribute
24036	stash_away.02	ARG0	PAG	hider
24037	stash_away.02	ARG1	PPT	thing hidden
24038	state.01	ARG0	PAG	announcer
24039	state.01	ARG1	PPT	utterance
24040	state.01	ARG2	GOL	hearer
24041	state.01	ARG3	PRD	attributive
24042	static.01	ARG1	PPT	static entity
24043	station.01	ARG0	PAG	high command, agent
24044	station.01	ARG1	PPT	military people
24045	station.01	ARG2	LOC	place
24046	stave_off.01	ARG0	PAG	preventer, agent
24047	stave_off.01	ARG1	PPT	action prevented
24048	stay.01	ARG1	PPT	thing remaining
24049	stay.01	ARG2	GOL	benefactive, rare
24050	stay.01	ARG3	PRD	attribute of arg1: state, location stayed in
24051	stay.03	ARG0	PAG	postponer
24052	stay.03	ARG1	PPT	thing postponed
24053	stay_on.02	ARG1	PPT	thing remaining, staying, lingering
24054	stay_over.04	ARG1	PPT	entity staying over
24055	stay_over.04	ARG2	LOC	where
24056	steady.01	ARG0	PAG	cause of steadiness, agent
24057	steady.01	ARG1	PPT	thing made steady
24058	steal.01	ARG0	PAG	thief, agent
24059	steal.01	ARG1	PPT	thing stolen
24060	steal.01	ARG2	DIR	stolen from
24061	steal_away.02	ARG0	PAG	one(s) hiding, stealing away
24062	steal_away.02	ARG1	PPT	thing stolen away with
24063	steam.01	ARG0	PAG	cook
24064	steam.01	ARG1	PPT	food
24065	steam.02	ARG1	DIR	steamer
24066	steam.03	ARG0	PAG	entity in motion
24067	steam.03	ARG1	PPT	path
24068	steamroller.01	ARG0	PAG	forcer
24069	steamroller.01	ARG1	PPT	impelled agent
24070	steamroller.01	ARG2	PRD	impelled action
24071	steel.01	ARG0	PAG	girder of loins
24072	steel.01	ARG1	PPT	person being girded
24073	steel.01	ARG2	PRD	action or state
24074	steep.01	ARG0	PAG	cause of soaking
24075	steep.01	ARG1	PPT	soaked thing
24076	steep.01	ARG2	GOL	liquid
24077	steepen.02	ARG0	PAG	agent, cause
24078	steepen.02	ARG1	PPT	thing made steep
24079	steer.01	ARG0	PAG	steerer
24080	steer.01	ARG1	PPT	thing steered
24081	steer.01	ARG2	GOL	direction, steered towards
24082	steer_clear.02	ARG0	PAG	avoider
24083	steer_clear.02	ARG1	PPT	avoided
24084	stem.01	ARG1	PPT	thing (state) arising
24085	stem.01	ARG2	DIR	source (from or in or of)
24086	stem.02	ARG0	PAG	stopper
24087	stem.02	ARG1	PPT	thing being stopped, (liquid)
24088	stem.03	ARG0	PAG	skier
24089	stem.03	ARG1	PPT	skis
24090	stemmer.01	ARG0	PAG	stemmerer, agent
24091	stemmer.01	ARG1	PPT	stemmered about what, topic
24092	stemmer.01	ARG2	GOL	stemmered to whom, recipient
24093	stencil.01	ARG0	PAG	stenciler, agent
24094	stencil.01	ARG1	PPT	thing being stenciled, theme
24095	stenose.101	ARG0	PAG	Causer of stenosis
24096	stenose.101	ARG1	PPT	Tissue stenosing
24097	stent.01	ARG0	PAG	Inserter
24098	stent.01	ARG1	PPT	location (blood vessel, ureter, esophagus)
24099	stent.01	ARG2	GOL	beneficiary (undergoer of procedure)
24100	step.01	ARG0	PAG	outside agent
24101	step.01	ARG1	PPT	entity in motion
24102	step.01	ARG2	GOL	destination or metaphorical goal
24103	step.01	ARG3	DIR	source
24104	step.01	ARG4	PPT	step itself, action taken to achieve goal
24105	step_in.02	ARG1	PAG	entity intervening
24106	step_up.03	ARG0	PAG	cause of increase
24107	step_up.03	ARG1	PPT	thing increasing
24108	step_down.04	ARG0	PAG	resigner
24109	step_down.04	ARG1	DIR	position resigned
24110	step_aside.05	ARG0	PAG	resigner
24111	step_aside.05	ARG1	PPT	job/position
24112	in_step.06	ARG0	PAG	cause, agent
24113	in_step.06	ARG1	PPT	first synchronized entity
24114	in_step.06	ARG2	COM	in synch with
24115	step_back.07	ARG0	PAG	viewer
24116	step_back.07	ARG1	PPT	thing stepped back from; activity one is halting
24117	step_back.07	ARG2	GOL	new activity, bigger picture viewed
24118	stereotype.01	ARG0	PAG	stereotyper
24119	stereotype.01	ARG1	PPT	entity being stereotyped
24120	stereotype.01	ARG2	PRD	the stereotype itself
24121	stereotypic.02	ARG1	PPT	typical trait, thing
24122	stereotypic.02	ARG2	PRD	entity arg1 is stereotypical for/of
24123	sterilize.01	ARG0	PAG	sterilizer
24124	sterilize.01	ARG1	GOL	entity sterilized
24125	sterilize.01	ARG2	PPT	germs removed
24126	sterile.02	ARG1	LOC	sterile location/entity
24127	sterile.02	ARG2	PPT	new life
24128	stew.01	ARG0	PAG	cook
24129	stew.01	ARG1	PPT	thing stewing
24130	stew.02	ARG0	PPT	worrier, stewer
24131	stew.02	ARG1	PAG	cause
24132	stick.01	ARG0	PAG	causal agent
24133	stick.01	ARG1	PPT	thing sticking, adhering, being placed
24134	stick.01	ARG2	GOL	stuck-to, destination of placement
24135	stick_out.02	ARG0	PAG	causal agent
24136	stick_out.02	ARG1	PPT	thing extended
24137	stick_around.03	ARG0	PAG	sticker around, hanger out
24138	stick_up.04	ARG0	PAG	defender
24139	stick_up.04	ARG1	PPT	defended
24140	sticky.01	ARG1	GOL	destination of stickiness
24141	sticky.01	ARG2	PPT	stickum
24142	sticky.02	ARG1	PPT	hazardous thing/situation
24143	stiffen.01	ARG0	PAG	cause of stiffness
24144	stiffen.01	ARG1	PPT	newly-stiff thing
24145	stiff.02	ARG1	PPT	stiff thing
24146	stiff.03	ARG0	PAG	poor giver
24147	stiff.03	ARG1	VSP	amount not given
24148	stiff.03	ARG2	GOL	entity not receiving enough
24149	stiff.03	ARG3	PPT	commodity, debt not paid for
24150	stiff.04	ARG0	PAG	what one is stiff in the face of; opponent
24151	stiff.04	ARG1	PPT	entity or activity showing toughness
24152	stifle.01	ARG0	PAG	stifler, suppressor
24153	stifle.01	ARG1	PPT	thing stifled
24154	stigmatize.01	ARG0	PAG	stigmatizer (agent only- not CAU)
24155	stigmatize.01	ARG1	PPT	stigmatized
24156	stigmatize.01	ARG2	CAU	grounds, reason
24157	still.01	ARG0	PAG	agent, stiller
24158	still.01	ARG1	PPT	patient, thing becoming still
24159	still.01	ARG2	MNR	instrument of stillness
24160	stimulate.01	ARG0	PAG	cause of increase
24161	stimulate.01	ARG1	PPT	thing increasing
24162	stimulate.01	ARG2	MNR	instrument, if agent also present
24163	stimulate.01	ARG3	PRD	end state of arg1
24164	sting.01	ARG0	PAG	stinger
24165	sting.01	ARG1	PPT	thing stung
24166	sting.01	ARG2	MNR	instrument, if separate from arg0
24167	sting.02	ARG0	PAG	police or other covert entity
24168	sting.02	ARG1	PPT	criminal, entity being caught
24169	sting.02	ARG2	CAU	crime, operation being stung
24170	stink.01	ARG1	PPT	entity stinking
24171	stink.02	ARG1	PAG	incompetent entity
24172	stink.02	ARG2	LOC	what they're bad at
24173	stipple.01	ARG0	PAG	Artist
24174	stipple.01	ARG1	GOL	thing stippled
24175	stipple.01	ARG2	PPT	Paint or ink
24176	stipple.02	ARG0	PAG	Engraver
24177	stipple.02	ARG1	PPT	Thing or inscription engraved
24178	stipple.02	ARG2	GOL	Engraved into or onto
24179	stipple.03	ARG0	PAG	Cause of mottled effect
24180	stipple.03	ARG1	PPT	Thing mottled
24181	stipulate.01	ARG0	PAG	stipulator
24182	stipulate.01	ARG1	PPT	thing defined
24183	stir.01	ARG0	PAG	stirer
24184	stir.01	ARG1	PPT	thing stirred or stirring
24185	stir.01	ARG2	MNR	instrument
24186	stir.02	ARG0	PAG	agent, stirrer
24187	stir.02	ARG1	PPT	patient, stirred
24188	stir.02	ARG2	MNR	instrument
24189	stir.02	ARG3	PRD	induced action
24190	stir.03	ARG0	PAG	mover
24191	stir.03	ARG1	PPT	moved
24192	stir.03	ARG2	GOL	destination
24193	stir_up.04	ARG0	PAG	creator
24194	stir_up.04	ARG1	PPT	thing created
24195	stirfry.01	ARG0	PAG	chef
24196	stirfry.01	ARG1	PPT	thing cooked
24197	stitch.01	ARG0	PAG	agent, entity doing the tying
24198	stitch.01	ARG1	PPT	thing being tied
24199	stitch.01	ARG2	PPT	tied to what
24200	stitch.01	ARG3	MNR	instrument, string
24201	stitch.02	ARG0	PAG	builder
24202	stitch.02	ARG1	PRD	construction
24203	stitch.02	ARG2	VSP	material, start state
24204	stitch.02	ARG4	PRD	end state
24205	stock.01	ARG0	PAG	agent, storer
24206	stock.01	ARG1	PPT	commodity
24207	stock.01	ARG2	GOL	location or destination
24208	stock_up.02	ARG0	PAG	agent, storer
24209	stock_up.02	ARG1	PPT	commodity
24210	stockpile.01	ARG0	PAG	agent, storer
24211	stockpile.01	ARG1	PPT	commodity
24212	stockpile.01	ARG2	LOC	location or destination
24213	stoke.01	ARG0	PAG	stoker
24214	stoke.01	ARG1	PPT	fire
24215	stoked.02	ARG0	PAG	causer of excitment
24216	stoked.02	ARG1	PPT	excited entity
24217	stomach.01	ARG0	PAG	eater
24218	stomach.01	ARG1	PPT	eaten
24219	stomp.01	ARG0	PPT	entity with heavy feet, agent
24220	stomp.01	ARG1	PPT	entity stomped (on)
24221	stone.01	ARG0	PAG	entity removing seeds
24222	stone.01	ARG1	DIR	thing formerly having seeds
24223	stone.02	ARG0	PAG	thrower
24224	stone.02	ARG1	PPT	target
24225	stone.03	ARG1	PPT	user
24226	stonewall.01	ARG0	PAG	stonewaller
24227	stonewall.01	ARG1	PPT	entity stonewalled
24228	stooge.01	ARG0	PAG	stooge
24229	stooge.01	ARG1	GOL	one who benefits
24230	stool.101	ARG0	PAG	Person eliminating
24231	stool.101	ARG1	PRD	the stool itself
24232	stoop.01	ARG0	PAG	stooper
24233	stoop.01	ARG1	PPT	body part/thing stooped
24234	stop.01	ARG0	PAG	Agent/cause
24235	stop.01	ARG1	PPT	Theme (action or object being stopped)
24236	stop.01	ARG2	MNR	Instrument (when separate from arg0)
24237	stop.03	ARG0	PAG	preventer, stopper
24238	stop.03	ARG1	PPT	stopped agent
24239	stop.03	ARG2	PPT	stopped action
24240	stop.05	ARG0	PAG	stopper (agent)
24241	stop.05	ARG1	GOL	thing stopped up
24242	stop.05	ARG2	PPT	stopped up with what? entity crammed in space
24243	stop_by.02	ARG0	PAG	visitor
24244	stop_by.02	ARG1	LOC	place visited
24245	stop_up.04	ARG0	PAG	stopper
24246	stop_up.04	ARG1	GOL	thing stopped up
24247	stop_up.04	ARG2	PPT	stopped up with what? entity crammed in space
24248	stop_off.06	ARG0	PAG	visitor
24249	stop_off.06	ARG1	PPT	visited
24250	stop_over.07	ARG1	PAG	visitor
24251	stopper.01	ARG0	PAG	agent, person placing stopper
24252	stopper.01	ARG1	GOL	bottle, location/entity stopped-up
24253	stopper.01	ARG2	PPT	stopper itself
24254	store.01	ARG0	PAG	storer
24255	store.01	ARG1	PPT	commodity
24256	store.01	ARG2	LOC	location
24257	store_up.02	ARG0	PAG	storer
24258	store_up.02	ARG1	PPT	commodity
24259	store_up.02	ARG2	GOL	benefactive
24260	storm.01	ARG1	PPT	Cognate object, entity stormed e.g. cats and dogs, golf balls, rain itself
24261	storm.02	ARG0	PAG	entity in motion
24262	storm.02	ARG1	DIR	path
24263	storytelling.01	ARG0	PAG	storyteller
24264	storytelling.01	ARG1	PPT	story
24265	storytelling.01	ARG2	GOL	audience
24266	stot.01	ARG0	PAG	outside agent
24267	stot.01	ARG1	PPT	thing rebounding
24268	stot.01	ARG2	LOC	point at which arg1 hits and bounces off
24269	stot.01	ARG3	GOL	end point
24270	stow.01	ARG0	PAG	agent, storer
24271	stow.01	ARG1	PPT	thing stored
24272	stow.01	ARG2	GOL	location or position, or attribute
24273	straddle.01	ARG0	PAG	thing astride
24274	straddle.01	ARG1	LOC	astride what, location
